ADC1 ADC2 tv_sec tv_usec M_STAT M_POS LVDT_DL LVDT actual_speed
8692952 0 180 421161 0 -1999999 0 0 -10038151
8692955 0 180 441289 0 -1999972 0 0 -10038017
8692949 0 180 461420 0 -1999896 0 0 -10037639
8692947 0 180 481549 0 -1999774 0 0 -10037033
8692946 0 180 501677 0 -1999604 0 0 -10036188
8692949 0 180 521806 0 -1999387 0 0 -10035110
8692948 0 180 541935 0 -1999124 0 0 -10033804
8692949 0 180 562063 0 -1998812 0 0 -10032254
8692943 0 180 582192 0 -1998454 0 0 -10030475
8692939 0 180 602324 16 -1998062 0 0 -10028528
8692941 0 180 622454 16 -1997669 0 0 11575
8692941 0 180 642583 16 -1997276 0 0 13393
8692943 0 180 662711 16 -1996883 0 0 14968
8692938 0 180 682839 16 -1996490 0 0 16315
8692940 0 180 702967 16 -1996097 0 0 17423
8692938 0 180 723097 16 -1995703 0 0 18302
8692941 0 180 743226 16 -1995310 0 0 18948
8692938 0 180 763354 16 -1994917 0 0 19350
8692941 0 180 783485 16 -1994524 0 0 19524
8692946 0 180 803612 16 -1994131 0 0 19529
8692936 0 180 823741 16 -1993738 0 0 19529
8692937 0 180 843870 16 -1993345 0 0 19529
8692937 0 180 863998 16 -1992951 0 0 19534
8692936 0 180 884128 16 -1992558 0 0 19534
8692940 0 180 904257 16 -1992165 0 0 19534
8692941 0 180 924385 16 -1991772 0 0 19529
8692942 0 180 944514 16 -1991379 0 0 19529
8692940 0 180 964644 16 -1990986 0 0 19529
8692940 0 180 984773 16 -1990593 0 0 19529
8692938 0 181 4902 16 -1990200 0 0 19529
8692940 0 181 25031 16 -1989806 0 0 19534
8692937 0 181 45160 16 -1989413 0 0 19534
8692943 0 181 65288 16 -1989020 0 0 19529
8692945 0 181 85418 16 -1988627 0 0 19529
8692943 0 181 105547 16 -1988234 0 0 19529
8692941 0 181 125675 16 -1987841 0 0 19529
8692945 0 181 145805 16 -1987447 0 0 19534
8692944 0 181 165934 16 -1987054 0 0 19534
8692939 0 181 186063 16 -1986661 0 0 19534
8692941 0 181 206191 16 -1986268 0 0 19534
8692944 0 181 226320 16 -1985875 0 0 19529
8692941 0 181 246450 16 -1985482 0 0 19529
8692944 0 181 266580 16 -1985089 0 0 19529
8692942 0 181 286709 16 -1984695 0 0 19534
8692938 0 181 306837 16 -1984302 0 0 19534
8692940 0 181 326966 16 -1983909 0 0 19534
8692946 0 181 347094 16 -1983516 0 0 19529
